Target,feat-sim,degree,reverse-knn-rank,local-clustering-coef,edge-expansion-diff,conductance-diff,normalized-cut-size-diff,volume_diff
0,0.42947611203760927,0.14991014745022913,0.02776822913597596,0.24398100969782874,0.017698722709146658,0.0010324562263253952,-0.00014765289106420364,0.023305352667678227
1,0.06999941844843018,0.1608069872980546,0.012513807326080168,0.24077708774299347,0.013360019144627326,0.013201353592748028,0.01223992501635181,0.00931079247211074
2,0.08519507617153337,0.15701787199549586,0.008282386337075252,0.2491938697667184,0.015133263659385245,0.015187325454872535,0.014582715585580499,-0.009412582878375963
4,0.1644924673101067,0.14076110294213326,0.031704150807021596,0.25505547059472444,0.050441261694382906,-0.000903634528951017,-0.0014248336020622927,0.040978829178399644
5,0.07545801237789089,0.15277655943737906,0.022136064248734894,0.2518105638874129,0.018705054745228725,-0.003640188693973481,-0.00404252765788303,0.027957669245156604
6,0.1654283766924138,0.14643582840408326,0.027770229792959306,0.2513835058348614,0.043924805633774544,0.010551933821823015,0.010199158912160585,0.013365124242214782
7,0.6703583416610124,0.15946824016437142,0.019933601318045096,0.2448077750990286,0.04313963548832229,-0.012884072053043672,-0.014019450791571778,0.047785808483267085
